------------------- {700 120 4k 256} 1 102.4326276210585 2107.35593220339
------------------- {999 120 4k 256} 1 101.75504431691476 2121.5423728813557
------------------- {1250 120 4k 256} 1 103.36101157276133 2121.5593220338983
------------------- {1500 120 4k 256} 1 99.62062137081787 2197.0508474576272
------------------- {2000 120 4k 256} 1 100.77305823005696 2180.398305084746
------------------- {0 120 4k 512} 1 157.45617349434943 2853.6186440677966
------------------- {79 120 4k 512} 1 160.69793838759855 2851.686440677966
------------------- {158 120 4k 512} 1 158.99343627497848 2824.7033898305085
------------------- {316 120 4k 512} 1 155.31789651203002 2865.271186440678
------------------- {500 120 4k 512} 1 156.64488879587526 2888.4322033898306
------------------- {700 120 4k 512} 1 160.27583453583455 2871.237288135593
------------------- {999 120 4k 512} 1 161.49475516024557 2838.4661016949153
------------------- {1250 120 4k 512} 1 155.97250140517676 2899.228813559322
------------------- {1500 120 4k 512} 1 156.29375628069243 2881.9491525423728
------------------- {2000 120 4k 512} 1 158.36316396378714 2797.4406779661017
------------------- {0 120 16k 1} 1 10.341451454723765 83.16949152542372
------------------- {79 120 16k 1} 1 10.232203664666775 86.22881355932203
------------------- {158 120 16k 1} 1 10.21209664342468 86.99152542372882
------------------- {316 120 16k 1} 1 10.45425048669695 85.0677966101695
------------------- {500 120 16k 1} 1 10.117351079370232 86.80508474576271
------------------- {700 120 16k 1} 1 10.290280707447671 85.54237288135593
------------------- {999 120 16k 1} 1 10.18205419438585 85.26271186440678
------------------- {1250 120 16k 1} 1 10.204574951330304 84.61016949152543
------------------- {1500 120 16k 1} 1 10.041064762213926 86
------------------- {2000 120 16k 1} 1 10.16185533571197 86.05932203389831
------------------- {0 120 16k 4} 1 20.80549270500117 170.85593220338984
------------------- {79 120 16k 4} 1 20.953365047180846 168.28813559322035
------------------- {158 120 16k 4} 1 21.07402496099844 163.0677966101695
------------------- {316 120 16k 4} 1 21.059920418194586 169.90677966101694
------------------- {500 120 16k 4} 1 21.095011691348404 166.52542372881356
------------------- {700 120 16k 4} 1 20.633925787340193 164.635593220339
------------------- {999 120 16k 4} 1 21.596351469768184 161.16101694915255
------------------- {1250 120 16k 4} 1 20.743465709604433 162.38983050847457
------------------- {1500 120 16k 4} 1 20.849547864047395 167.28813559322035
------------------- {2000 120 16k 4} 1 20.776433866562623 168.34745762711864
------------------- {0 120 16k 16} 1 35.31326858895336 414.20338983050846
------------------- {79 120 16k 16} 1 35.253332932981024 404.89830508474574
------------------- {158 120 16k 16} 1 35.98266545897492 399.3305084745763
------------------- {316 120 16k 16} 1 35.172700512851634 395.2542372881356
------------------- {500 120 16k 16} 1 34.87156018365693 402.64406779661016
------------------- {700 120 16k 16} 1 34.90049172999553 419.6101694915254
------------------- {999 120 16k 16} 1 35.92802127269393 406.1864406779661
------------------- {1250 120 16k 16} 1 34.99255299981983 412.47457627118644
------------------- {1500 120 16k 16} 1 34.399113667713436 423.635593220339
------------------- {2000 120 16k 16} 1 35.03005374245654 410.49152542372883
------------------- {0 120 16k 64} 1 63.85731676468728 896.771186440678
------------------- {79 120 16k 64} 1 63.15804340443923 889.5169491525423
------------------- {158 120 16k 64} 1 64.97237963712558 843.3559322033898
------------------- {316 120 16k 64} 1 62.60965637633223 891.4237288135594
------------------- {500 120 16k 64} 1 63.545401390644756 881.2542372881356
------------------- {700 120 16k 64} 1 64.17673301835644 872.6779661016949
------------------- {999 120 16k 64} 1 63.56811938640082 880.2033898305085
------------------- {1250 120 16k 64} 1 62.63501520319807 877.5932203389831
------------------- {1500 120 16k 64} 1 62.86046152658795 875.8050847457627
------------------- {2000 120 16k 64} 1 63.780181835461086 869.7118644067797
------------------- {0 120 16k 256} 1 119.98026913653845 1893.6271186440679
------------------- {79 120 16k 256} 1 123.23760026005246 1798.6016949152543
------------------- {158 120 16k 256} 1 123.20085928324981 1878.2033898305085
------------------- {316 120 16k 256} 1 121.9401933189326 1839.1949152542372
------------------- {500 120 16k 256} 1 123.47759781781086 1873.6016949152543
------------------- {700 120 16k 256} 1 124.70186202415759 1850.8898305084747
------------------- {999 120 16k 256} 1 122.89777806709196 1901.2288135593221
------------------- {1250 120 16k 256} 1 124.41502432954874 1834.8389830508474
------------------- {1500 120 16k 256} 1 121.04624117402741 1879.4661016949153
------------------- {2000 120 16k 256} 1 124.35156676819913 1840.9661016949153
------------------- {0 120 16k 512} 1 166.942489241752 2853.1610169491523
------------------- {79 120 16k 512} 1 167.2075158155862 2743.728813559322
------------------- {158 120 16k 512} 1 170.55118083703198 2780.008474576271
------------------- {316 120 16k 512} 1 165.382412400517 2761.1101694915255
------------------- {500 120 16k 512} 1 166.06328005357636 2829.5508474576272
------------------- {700 120 16k 512} 1 166.9508569088424 2791.4661016949153
------------------- {999 120 16k 512} 1 169.33158839293876 2714.669491525424
------------------- {1250 120 16k 512} 1 167.531239791498 2806.9830508474574
------------------- {1500 120 16k 512} 1 166.10195775870383 2725.771186440678
------------------- {2000 120 16k 512} 1 168.48396364195395 2789.677966101695
------------------- {0 120 64k 1} 1 27.154062940347583 30.491525423728813
------------------- {79 120 64k 1} 1 27.79270004679457 29.661016949152543
------------------- {158 120 64k 1} 1 27.967620835288596 30.177966101694917
------------------- {316 120 64k 1} 1 27.85405912717034 29.83050847457627
------------------- {500 120 64k 1} 1 27.94081728511038 29.923728813559322
------------------- {700 120 64k 1} 1 28.422357343311507 29.21186440677966
------------------- {999 120 64k 1} 1 28.275199249882792 29.73728813559322
------------------- {1250 120 64k 1} 1 27.899436090225564 29.991525423728813
------------------- {1500 120 64k 1} 1 27.728296574378227 30.584745762711865
------------------- {2000 120 64k 1} 1 27.566619915848527 30.059322033898304
------------------- {0 120 64k 4} 1 38.62210726926218 89.71186440677967
------------------- {79 120 64k 4} 1 38.735903023699265 90.14406779661017
------------------- {158 120 64k 4} 1 39.077831159917636 89.39830508474576
------------------- {316 120 64k 4} 1 39.262185807526734 88.69491525423729
------------------- {500 120 64k 4} 1 39.34713729849916 88.15254237288136
------------------- {700 120 64k 4} 1 38.91226389269094 89.20338983050847
------------------- {999 120 64k 4} 1 38.96995409653638 88.84745762711864
------------------- {1250 120 64k 4} 1 38.954564172958136 89.72881355932203
------------------- {1500 120 64k 4} 1 38.96081396947614 89.51694915254237
------------------- {2000 120 64k 4} 1 38.66044518180561 89.59322033898304
------------------- {0 120 64k 16} 1 52.23169398907104 266.5
------------------- {79 120 64k 16} 1 51.216230045026606 265.40677966101697
------------------- {158 120 64k 16} 1 50.949084343564614 262.135593220339
------------------- {316 120 64k 16} 1 51.03226963069201 266.2542372881356
------------------- {500 120 64k 16} 1 51.60219471603911 255.9915254237288
------------------- {700 120 64k 16} 1 51.500899234366166 265.5169491525424
------------------- {999 120 64k 16} 1 52.34883964586935 261.43220338983053
------------------- {1250 120 64k 16} 1 51.232589308727256 263.66101694915255
------------------- {1500 120 64k 16} 1 51.28372068893962 265.1271186440678
------------------- {2000 120 64k 16} 1 52.4579644858834 264.6694915254237
------------------- {0 120 64k 64} 1 86.30204323363932 629.4491525423729
------------------- {79 120 64k 64} 1 88.84050346731593 600.5508474576271
------------------- {158 120 64k 64} 1 87.76990532699271 618.9322033898305
------------------- {316 120 64k 64} 1 88.02786371011358 601.3305084745763
------------------- {500 120 64k 64} 1 88.19862571083922 604.3389830508474
------------------- {700 120 64k 64} 1 87.6457929388703 608.9661016949152
------------------- {999 120 64k 64} 1 89.15845568243611 609.3559322033898
------------------- {1250 120 64k 64} 1 89.74318879717751 611.957627118644
------------------- {1500 120 64k 64} 1 87.65084190328353 616.4830508474577
------------------- {2000 120 64k 64} 1 89.74257272425616 597.728813559322
------------------- {0 120 64k 256} 1 138.00605171014112 1678.4406779661017
------------------- {79 120 64k 256} 1 135.43104872006606 1633.4830508474577
------------------- {158 120 64k 256} 1 138.33436963979418 1608.9915254237287
------------------- {316 120 64k 256} 1 138.78282111378866 1609.7203389830509
------------------- {500 120 64k 256} 1 141.4449151117835 1587.5254237288136
------------------- {700 120 64k 256} 1 139.0975476749182 1624.2881355932204
------------------- {999 120 64k 256} 1 140.18194856911447 1599.406779661017
------------------- {1250 120 64k 256} 1 139.96772762281083 1595.6694915254238
------------------- {1500 120 64k 256} 1 140.74410261161034 1579.2457627118645
------------------- {2000 120 64k 256} 1 139.83728010543263 1625.8728813559321
------------------- {0 120 64k 512} 1 225.6802692497127 2059.8474576271187
------------------- {79 120 64k 512} 1 238.7242655547082 1861.6694915254238
------------------- {158 120 64k 512} 1 248.18430048929974 1770.8305084745762
------------------- {316 120 64k 512} 1 249.40474224544226 1739.2372881355932
------------------- {500 120 64k 512} 1 256.6761630809816 1723.5169491525423
------------------- {700 120 64k 512} 1 255.05808010267637 1692.7288135593221
------------------- {999 120 64k 512} 1 254.84156267363457 1710.177966101695
------------------- {1250 120 64k 512} 1 255.49922821669588 1710.9830508474577
------------------- {1500 120 64k 512} 1 258.83931592804197 1674.8813559322034
------------------- {2000 120 64k 512} 1 257.3187048882331 1699.2542372881355
------------------- {0 120 256k 1} 1 30.03581267217631 27.728813559322035
------------------- {79 120 256k 1} 1 29.089019430637144 28.5
------------------- {158 120 256k 1} 1 29.12359043752819 27.97457627118644
------------------- {316 120 256k 1} 1 29.067028985507246 28.627118644067796
------------------- {500 120 256k 1} 1 29.37488667271079 28.152542372881356
------------------- {700 120 256k 1} 1 29.09021199819576 28.38135593220339
------------------- {999 120 256k 1} 1 29.157201272149024 28.610169491525422
------------------- {1250 120 256k 1} 1 29.08868778280543 27.847457627118644
------------------- {1500 120 256k 1} 1 29.484738041002277 28.271186440677965
------------------- {2000 120 256k 1} 1 29.245804988662133 28.084745762711865
------------------- {0 120 256k 4} 1 51.49306888462359 65.05932203389831
------------------- {79 120 256k 4} 1 51.849957374254046 63.07627118644068
------------------- {158 120 256k 4} 1 52.10191897654584 63.644067796610166
------------------- {316 120 256k 4} 1 52.78907599309154 62.79661016949152
------------------- {500 120 256k 4} 1 53.44888213588018 62.03389830508475
------------------- {700 120 256k 4} 1 51.32225772097976 63.313559322033896
------------------- {999 120 256k 4} 1 52.29217317125187 62.53389830508475
------------------- {1250 120 256k 4} 1 52.35657922798038 63.36440677966102
------------------- {1500 120 256k 4} 1 52.39001291433491 63.186440677966104
------------------- {2000 120 256k 4} 1 52.8034632034632 62.16949152542373
------------------- {0 120 256k 16} 1 82.03795908306631 154.72033898305085
------------------- {79 120 256k 16} 1 80.3393606716177 156.17796610169492
------------------- {158 120 256k 16} 1 79.70879701080335 156.90677966101694
------------------- {316 120 256k 16} 1 80.10070671378092 157.65254237288136
------------------- {500 120 256k 16} 1 78.96489104116223 159.41525423728814
------------------- {700 120 256k 16} 1 77.86411287144321 160.51694915254237
------------------- {999 120 256k 16} 1 76.8760753313183 161.55084745762713
------------------- {1250 120 256k 16} 1 76.85723143698651 163.77118644067798
------------------- {1500 120 256k 16} 1 76.22020745293892 164.9915254237288
------------------- {2000 120 256k 16} 1 79.37667397126856 158.82203389830508
------------------- {0 120 256k 64} 1 108.09250972244419 501.5169491525424
------------------- {79 120 256k 64} 1 101.91326662196317 507.8305084745763
------------------- {158 120 256k 64} 1 99.41473154858748 535.8898305084746
------------------- {316 120 256k 64} 1 98.27267399267399 549.2457627118644
------------------- {500 120 256k 64} 1 97.43233820004359 556.7796610169491
------------------- {700 120 256k 64} 1 97.23633475870494 547.5338983050848
------------------- {999 120 256k 64} 1 99.01247732509682 548.9152542372881
------------------- {1250 120 256k 64} 1 96.12502122910449 558.4067796610169
------------------- {1500 120 256k 64} 1 97.19465045592705 557.2372881355932
------------------- {2000 120 256k 64} 1 98.1922699145467 556.228813559322
------------------- {0 120 256k 256} 1 184.30207666475735 1225.6694915254238
------------------- {79 120 256k 256} 1 193.3876946323382 1122.0254237288136
------------------- {158 120 256k 256} 1 203.71200727109738 1080.2118644067796
------------------- {316 120 256k 256} 1 205.50468585089203 1061.8135593220338
------------------- {500 120 256k 256} 1 208.32464047252182 1047.0338983050847
------------------- {700 120 256k 256} 1 208.94839486668135 1053.2627118644068
------------------- {999 120 256k 256} 1 209.84959328397122 1024.2966101694915
------------------- {1250 120 256k 256} 1 215.07431420779636 1002.5847457627119
------------------- {1500 120 256k 256} 1 216.9541516780513 995.2372881355932
------------------- {2000 120 256k 256} 1 220.21061639146745 983.9745762711865
------------------- {0 120 256k 512} 1 345.09759015093476 1023.3728813559322
------------------- {79 120 256k 512} 1 358.13049239782396 975.6949152542373
------------------- {158 120 256k 512} 1 375.06776432560355 943.4830508474577
------------------- {316 120 256k 512} 1 370.419046664184 946.7542372881356
------------------- {500 120 256k 512} 1 382.69538790515105 928.0762711864406
------------------- {700 120 256k 512} 1 381.6558871818928 930.7118644067797
------------------- {999 120 256k 512} 1 381.7242650259744 932.0847457627119
------------------- {1250 120 256k 512} 1 386.76351500036674 928.8050847457627
------------------- {1500 120 256k 512} 1 389.0083687546881 916.7372881355932
------------------- {2000 120 256k 512} 1 383.67410150166035 925.5508474576271
------------------- {0 120 512k 1} 2.9746974697469746 31.676017601760176 25.491525423728813
------------------- {79 120 512k 1} 2.971937398812736 31.299514301133296 25.720338983050848
------------------- {158 120 512k 1} 2.975531914893617 31.017553191489363 25.52542372881356
------------------- {316 120 512k 1} 2.9808408728046834 31.163916977115488 25.847457627118644
------------------- {500 120 512k 1} 2.978768577494692 30.769108280254777 25.491525423728813
------------------- {700 120 512k 1} 2.9776951672862455 30.775889537971324 25.771186440677965
------------------- {999 120 512k 1} 2.977730646871686 30.468716861081653 25.64406779661017
------------------- {1250 120 512k 1} 2.9790356394129978 30.555555555555557 26.110169491525422
------------------- {1500 120 512k 1} 2.9820580474934038 30.370448548812664 26.084745762711865
------------------- {2000 120 512k 1} 2.9787798408488064 30.513527851458885 26
------------------- {0 120 512k 4} 2.9905926622765757 56.14604891815616 60.24576271186441
------------------- {79 120 512k 4} 2.991010172699314 55.642299503193755 59.92372881355932
------------------- {158 120 512k 4} 2.990566037735849 55.81792452830189 59.61864406779661
------------------- {316 120 512k 4} 2.991891247316957 56.80467445742905 59.016949152542374
------------------- {500 120 512k 4} 2.991052507652461 56.068518954556154 59.38135593220339
------------------- {700 120 512k 4} 2.9889156626506024 56.015903614457834 58.20338983050848
------------------- {999 120 512k 4} 2.9904122722914668 56.4784276126558 60.21186440677966
------------------- {1250 120 512k 4} 2.9927166788055355 56.89269240106822 58.83898305084746
------------------- {1500 120 512k 4} 2.992424242424242 56.65838068181818 59.152542372881356
------------------- {2000 120 512k 4} 2.9903428295509418 57.529454369869626 58.28813559322034
------------------- {0 120 512k 16} 2.996940520111581 88.75722127238369 151.1949152542373
------------------- {79 120 512k 16} 2.994623174119545 89.00546643964513 152.85593220338984
------------------- {158 120 512k 16} 2.9964422307213376 87.51285244151917 151.22033898305085
------------------- {316 120 512k 16} 2.9964807320077425 86.1038184057716 153.3135593220339
------------------- {500 120 512k 16} 2.9956962252308794 87.69649421680265 149.4406779661017
------------------- {700 120 512k 16} 2.997131845478175 86.72465716590482 151.5
------------------- {999 120 512k 16} 2.9962676619568116 86.85301697325158 152.76271186440678
------------------- {1250 120 512k 16} 2.995394154118689 85.86731620903454 152.8050847457627
------------------- {1500 120 512k 16} 2.9969834087481146 86.04684588767634 152.48305084745763
------------------- {2000 120 512k 16} 2.996794015495592 86.76738801318015 152.66949152542372
------------------- {0 120 512k 64} 2.9983149664678326 132.8734202810636 423.09322033898303
------------------- {79 120 512k 64} 2.998540630182421 130.6539303482587 416.4406779661017
------------------- {158 120 512k 64} 2.9987550371850737 129.0227697146414 420.7457627118644
------------------- {316 120 512k 64} 2.998578765464001 127.54607706967279 430.8305084745763
------------------- {500 120 512k 64} 2.9985968492888575 125.80033803176222 433.43220338983053
------------------- {700 120 512k 64} 2.998152689747428 125.56795235213555 423.8728813559322
------------------- {999 120 512k 64} 2.9986564729215317 124.70999008349061 432.04237288135596
------------------- {1250 120 512k 64} 2.998874789022942 123.42170406951304 438.4830508474576
------------------- {1500 120 512k 64} 2.998570673958301 122.41549886586085 441.2881355932203
------------------- {2000 120 512k 64} 2.9987655844957413 121.92963831625725 444.16101694915255
------------------- {0 120 512k 256} 2.9991194414743068 273.16596431641403 677.6355932203389
------------------- {79 120 512k 256} 2.9991135537629643 290.21053098129596 619.4830508474577
------------------- {158 120 512k 256} 2.9990883398668977 298.5821177864892 582.3220338983051
------------------- {316 120 512k 256} 2.998751740361995 317.4117336405972 578.6355932203389
------------------- {500 120 512k 256} 2.9990229126972494 323.35871317602226 578.2542372881356
------------------- {700 120 512k 256} 2.999093883715077 334.00551220739993 579.9067796610169
------------------- {999 120 512k 256} 2.9989970412717515 332.0043127225315 577.7033898305085
------------------- {1250 120 512k 256} 2.9991743853040584 336.87068809824814 557.2118644067797
------------------- {1500 120 512k 256} 2.9984247567265427 331.0130846820295 581.6864406779661
------------------- {2000 120 512k 256} 2.9989176652493237 339.8044581883778 576.5762711864406
------------------- {0 120 512k 512} 2.9989664082687337 340.457984496124 562.3474576271186
------------------- {79 120 512k 512} 2.9991353220925205 337.20281783271025 566.8474576271186
------------------- {158 120 512k 512} 2.9990156460470416 341.3781214381929 553.6525423728814
------------------- {316 120 512k 512} 2.998595249863427 344.0174553211415 545.5338983050848
------------------- {500 120 512k 512} 2.9991692627206645 338.3618899273105 549.9067796610169
------------------- {700 120 512k 512} 2.99911996894008 337.5374401449463 551.3389830508474
------------------- {999 120 512k 512} 2.999167447184931 335.4298574253304 550.4661016949152
------------------- {1250 120 512k 512} 2.999276074254098 335.9777134288226 553.042372881356
------------------- {1500 120 512k 512} 2.999062548825582 336.427894380501 554.0932203389831
------------------- {2000 120 512k 512} 2.9989312161233683 326.49464335699923 558.7457627118644
------------------- {0 120 1M 1} 4.953456536618754 38.106776180698155 19.923728813559322
------------------- {79 120 1M 1} 4.953867028493894 37.988466757123476 19.915254237288135
------------------- {158 120 1M 1} 4.9595414699932565 37.15037086985839 20.1864406779661
------------------- {316 120 1M 1} 4.935656836461126 37.69973190348526 20.26271186440678
------------------- {500 120 1M 1} 4.946380697050938 37.4014745308311 20.161016949152543
------------------- {700 120 1M 1} 4.935353535353535 37.614814814814814 19.576271186440678
------------------- {999 120 1M 1} 4.943737441393168 37.55994641661085 20.322033898305083
------------------- {1250 120 1M 1} 4.943624161073825 37.82013422818792 20.06779661016949
------------------- {1500 120 1M 1} 4.951677852348993 37.30536912751678 20.1864406779661
------------------- {2000 120 1M 1} 4.9412941961307535 37.47898599066044 20.584745762711865
------------------- {0 120 1M 4} 4.969116738727609 74.65318097591106 42.29661016949152
------------------- {79 120 1M 4} 4.9791985316610585 73.43958397063322 42.983050847457626
------------------- {158 120 1M 4} 4.973929236499069 75.1617008069522 42.63559322033898
------------------- {316 120 1M 4} 4.977846153846154 75.55446153846154 41.932203389830505
------------------- {500 120 1M 4} 4.980440097799511 74.85574572127139 42.771186440677965
------------------- {700 120 1M 4} 4.971770481742866 74.68425897514575 43.16101694915254
------------------- {999 120 1M 4} 4.977981651376147 73.8348623853211 42.889830508474574
------------------- {1250 120 1M 4} 4.971701015072285 73.83266687173177 43.29661016949152
------------------- {1500 120 1M 4} 4.975284552845529 76.50731707317073 41.720338983050844
------------------- {2000 120 1M 4} 4.978940848559926 75.63208423660576 41.559322033898304
------------------- {0 120 1M 16} 4.99399699849925 97.05402701350675 133.6271186440678
------------------- {79 120 1M 16} 4.992513052901192 95.396709683775 135.96610169491527
------------------- {158 120 1M 16} 4.9909126827340975 95.23014618727775 133.67796610169492
------------------- {316 120 1M 16} 4.993300492610837 94.86768472906404 134.89830508474577
------------------- {500 120 1M 16} 4.990422984836393 96.35584596967279 132.35593220338984
------------------- {700 120 1M 16} 4.990611246943765 95.79100244498777 134.38983050847457
------------------- {999 120 1M 16} 4.993693338588884 95.40963736696887 134.16101694915255
------------------- {1250 120 1M 16} 4.99137085703079 95.42312218081977 136.4322033898305
------------------- {1500 120 1M 16} 4.990551181102362 95.96043307086615 133.85593220338984
------------------- {2000 120 1M 16} 4.99290080851903 95.67205679353185 134.88983050847457
------------------- {0 120 1M 64} 4.996046649535481 195.71565526783948 302.64406779661016
------------------- {79 120 1M 64} 4.9964006630357565 189.5586076249112 304.8050847457627
------------------- {158 120 1M 64} 4.997226459575648 185.50875976517358 310.4830508474576
------------------- {316 120 1M 64} 4.996500115127792 183.1603039373705 307.0169491525424
