diskType, runtime, opType, pool, volume, blockSize, ioDepth, recoveryLimit,expectCost,actualCost
hdd,180,read,disk2_pool,foo1,1M,256,316,1,1157.284279
hdd,180,read,disk2_pool,foo1,1M,256,500,1,1491.101993
hdd,180,read,disk2_pool,foo1,1M,256,600,1,2087.542652
hdd,180,read,disk2_pool,foo1,2M,1,1,1,23.716232
hdd,180,read,disk2_pool,foo1,2M,1,158,1,19.987421
hdd,180,read,disk2_pool,foo1,2M,1,316,1,28.986503
hdd,180,read,disk2_pool,foo1,2M,1,500,1,65.107715
hdd,180,read,disk2_pool,foo1,2M,1,600,1,36.626661
hdd,180,read,disk2_pool,foo1,2M,8,1,1,80.3278
hdd,180,read,disk2_pool,foo1,2M,8,158,1,148.315701
hdd,180,read,disk2_pool,foo1,2M,8,316,1,198.436315
hdd,180,read,disk2_pool,foo1,2M,8,500,1,415.442947
hdd,180,read,disk2_pool,foo1,2M,8,600,1,438.440642
hdd,180,read,disk2_pool,foo1,2M,16,1,1,213.645248
hdd,180,read,disk2_pool,foo1,2M,16,158,1,274.639696
hdd,180,read,disk2_pool,foo1,2M,16,316,1,361.689251
hdd,180,read,disk2_pool,foo1,2M,16,500,1,470.055746
hdd,180,read,disk2_pool,foo1,2M,16,600,1,684.005928
hdd,180,read,disk2_pool,foo1,2M,32,1,1,434.814669
hdd,180,read,disk2_pool,foo1,2M,32,158,1,567.228507
hdd,180,read,disk2_pool,foo1,2M,32,316,1,583.512984
hdd,180,read,disk2_pool,foo1,2M,32,500,1,1059.260059
hdd,180,read,disk2_pool,foo1,2M,32,600,1,1100.873642
hdd,180,read,disk2_pool,foo1,2M,64,1,1,686.079963
hdd,180,read,disk2_pool,foo1,2M,64,158,1,642.331335
hdd,180,read,disk2_pool,foo1,2M,64,316,1,1092.536738
hdd,180,read,disk2_pool,foo1,2M,64,500,1,1533.312574
hdd,180,read,disk2_pool,foo1,2M,64,600,1,1652.663462
hdd,180,read,disk2_pool,foo1,2M,128,1,1,505.381897
hdd,180,read,disk2_pool,foo1,2M,128,158,1,877.910896
hdd,180,read,disk2_pool,foo1,2M,128,316,1,1128.218561
hdd,180,read,disk2_pool,foo1,2M,128,500,1,1452.477416
hdd,180,read,disk2_pool,foo1,2M,128,600,1,1334.885101
hdd,180,read,disk2_pool,foo1,2M,256,1,1,688.624991
hdd,180,read,disk2_pool,foo1,2M,256,158,1,894.262141
hdd,180,read,disk2_pool,foo1,2M,256,316,1,1292.397694
hdd,180,read,disk2_pool,foo1,2M,256,500,1,1271.580264
hdd,180,read,disk2_pool,foo1,2M,256,600,1,1867.701143
hdd,180,read,disk2_pool,foo1,4M,1,1,1,52.065675
hdd,180,read,disk2_pool,foo1,4M,1,158,1,56.621821
hdd,180,read,disk2_pool,foo1,4M,1,316,1,57.111335
hdd,180,read,disk2_pool,foo1,4M,1,500,1,120.071869
hdd,180,read,disk2_pool,foo1,4M,1,600,1,88.175785
hdd,180,read,disk2_pool,foo1,4M,8,1,1,194.435052
hdd,180,read,disk2_pool,foo1,4M,8,158,1,184.437174
hdd,180,read,disk2_pool,foo1,4M,8,316,1,365.930964
hdd,180,read,disk2_pool,foo1,4M,8,500,1,536.886482
hdd,180,read,disk2_pool,foo1,4M,8,600,1,724.3605
hdd,180,read,disk2_pool,foo1,4M,16,1,1,273.026386
hdd,180,read,disk2_pool,foo1,4M,16,158,1,482.672173
hdd,180,read,disk2_pool,foo1,4M,16,316,1,670.884822
hdd,180,read,disk2_pool,foo1,4M,16,500,1,925.160051
hdd,180,read,disk2_pool,foo1,4M,16,600,1,756.616453
hdd,180,read,disk2_pool,foo1,4M,32,1,1,620.177281
hdd,180,read,disk2_pool,foo1,4M,32,158,1,750.771333
hdd,180,read,disk2_pool,foo1,4M,32,316,1,1041.477068
hdd,180,read,disk2_pool,foo1,4M,32,500,1,1009.514834
hdd,180,read,disk2_pool,foo1,4M,32,600,1,1543.569106
hdd,180,read,disk2_pool,foo1,4M,64,1,1,602.032181
hdd,180,read,disk2_pool,foo1,4M,64,158,1,761.177539
hdd,180,read,disk2_pool,foo1,4M,64,316,1,752.768248
hdd,180,read,disk2_pool,foo1,4M,64,500,1,1395.550698
hdd,180,read,disk2_pool,foo1,4M,64,600,1,1492.949677
hdd,180,read,disk2_pool,foo1,4M,128,1,1,617.013934
hdd,180,read,disk2_pool,foo1,4M,128,158,1,587.625614
hdd,180,read,disk2_pool,foo1,4M,128,316,1,947.845027
hdd,180,read,disk2_pool,foo1,4M,128,500,1,1320.89206
hdd,180,read,disk2_pool,foo1,4M,128,600,1,1434.651318
hdd,180,read,disk2_pool,foo1,4M,256,1,1,432.723786
hdd,180,read,disk2_pool,foo1,4M,256,158,1,762.868952
hdd,180,read,disk2_pool,foo1,4M,256,316,1,1043.005985
hdd,180,read,disk2_pool,foo1,4M,256,500,1,1344.770025
hdd,180,read,disk2_pool,foo1,4M,256,600,1,1208.53034
hdd,180,write,disk1_pool,foo1,4k,1,1,1,15.487676
hdd,180,write,disk1_pool,foo1,4k,1,158,1,17.900886
hdd,180,write,disk1_pool,foo1,4k,1,316,1,22.496045
hdd,180,write,disk1_pool,foo1,4k,1,500,1,28.881781
hdd,180,write,disk1_pool,foo1,4k,1,600,1,138.634165
hdd,180,write,disk1_pool,foo1,4k,8,1,1,30.874528
hdd,180,write,disk1_pool,foo1,4k,8,158,1,37.080906
hdd,180,write,disk1_pool,foo1,4k,8,316,1,45.831277
hdd,180,write,disk1_pool,foo1,4k,8,500,1,56.364632
hdd,180,write,disk1_pool,foo1,4k,8,600,1,235.913751
hdd,180,write,disk1_pool,foo1,4k,16,1,1,37.783377
hdd,180,write,disk1_pool,foo1,4k,16,158,1,45.379476
hdd,180,write,disk1_pool,foo1,4k,16,316,1,54.811444
hdd,180,write,disk1_pool,foo1,4k,16,500,1,73.509598
hdd,180,write,disk1_pool,foo1,4k,16,600,1,76.413312
hdd,180,write,disk1_pool,foo1,4k,32,1,1,47.901637
hdd,180,write,disk1_pool,foo1,4k,32,158,1,53.636772
hdd,180,write,disk1_pool,foo1,4k,32,316,1,65.795705
hdd,180,write,disk1_pool,foo1,4k,32,500,1,83.042097
hdd,180,write,disk1_pool,foo1,4k,32,600,1,99.427896
hdd,180,write,disk1_pool,foo1,4k,64,1,1,56.688825
hdd,180,write,disk1_pool,foo1,4k,64,158,1,65.98169
hdd,180,write,disk1_pool,foo1,4k,64,316,1,78.879584
hdd,180,write,disk1_pool,foo1,4k,64,500,1,101.770161
hdd,180,write,disk1_pool,foo1,4k,64,600,1,125.064161
hdd,180,write,disk1_pool,foo1,4k,128,1,1,76.850167
hdd,180,write,disk1_pool,foo1,4k,128,158,1,86.638698
hdd,180,write,disk1_pool,foo1,4k,128,316,1,103.990132
hdd,180,write,disk1_pool,foo1,4k,128,500,1,135.553183
hdd,180,write,disk1_pool,foo1,4k,128,600,1,236.694848
hdd,180,write,disk1_pool,foo1,4k,256,1,1,152.596129
hdd,180,write,disk1_pool,foo1,4k,256,158,1,186.741207
hdd,180,write,disk1_pool,foo1,4k,256,316,1,295.366098
hdd,180,write,disk1_pool,foo1,4k,256,500,1,480.185099
hdd,180,write,disk1_pool,foo1,4k,256,600,1,1406.29572
hdd,180,write,disk1_pool,foo1,32k,1,1,1,16.264784
hdd,180,write,disk1_pool,foo1,32k,1,158,1,19.331581
hdd,180,write,disk1_pool,foo1,32k,1,316,1,23.422512
hdd,180,write,disk1_pool,foo1,32k,1,500,1,30.113739
hdd,180,write,disk1_pool,foo1,32k,1,600,1,32.401285
hdd,180,write,disk1_pool,foo1,32k,8,1,1,36.238281
hdd,180,write,disk1_pool,foo1,32k,8,158,1,42.222245
hdd,180,write,disk1_pool,foo1,32k,8,316,1,49.598354
hdd,180,write,disk1_pool,foo1,32k,8,500,1,60.235852
hdd,180,write,disk1_pool,foo1,32k,8,600,1,80.212132
hdd,180,write,disk1_pool,foo1,32k,16,1,1,49.567631
hdd,180,write,disk1_pool,foo1,32k,16,158,1,51.989598
hdd,180,write,disk1_pool,foo1,32k,16,316,1,64.975664
hdd,180,write,disk1_pool,foo1,32k,16,500,1,80.248718
hdd,180,write,disk1_pool,foo1,32k,16,600,1,93.872263
hdd,180,write,disk1_pool,foo1,32k,32,1,1,84.251026
hdd,180,write,disk1_pool,foo1,32k,32,158,1,115.73326
hdd,180,write,disk1_pool,foo1,32k,32,316,1,113.983251
hdd,180,write,disk1_pool,foo1,32k,32,500,1,143.823837
hdd,180,write,disk1_pool,foo1,32k,32,600,1,404.612575
hdd,180,write,disk1_pool,foo1,32k,64,1,1,140.836699
hdd,180,write,disk1_pool,foo1,32k,64,158,1,160.001739
hdd,180,write,disk1_pool,foo1,32k,64,316,1,189.482739
hdd,180,write,disk1_pool,foo1,32k,64,500,1,558.538122
hdd,180,write,disk1_pool,foo1,32k,64,600,1,1695.495251
hdd,180,write,disk1_pool,foo1,32k,128,1,1,258.290582
hdd,180,write,disk1_pool,foo1,32k,128,158,1,355.426186
hdd,180,write,disk1_pool,foo1,32k,128,316,1,372.168686
hdd,180,write,disk1_pool,foo1,32k,128,500,1,1531.812994
hdd,180,write,disk1_pool,foo1,32k,128,600,1,1068.847866
hdd,180,write,disk1_pool,foo1,32k,256,1,1,517.201875
hdd,180,write,disk1_pool,foo1,32k,256,158,1,597.30536
hdd,180,write,disk1_pool,foo1,32k,256,316,1,1177.428132
hdd,180,write,disk1_pool,foo1,32k,256,500,1,1512.384878
hdd,180,write,disk1_pool,foo1,32k,256,600,1,2599.47928
hdd,180,write,disk1_pool,foo1,64k,1,1,1,36.622567
hdd,180,write,disk1_pool,foo1,64k,1,158,1,42.504746
hdd,180,write,disk1_pool,foo1,64k,1,316,1,48.649899
hdd,180,write,disk1_pool,foo1,64k,1,500,1,60.980782
hdd,180,write,disk1_pool,foo1,64k,1,600,1,67.971024
hdd,180,write,disk1_pool,foo1,64k,8,1,1,61.889296
hdd,180,write,disk1_pool,foo1,64k,8,158,1,89.79665
hdd,180,write,disk1_pool,foo1,64k,8,316,1,131.992664
hdd,180,write,disk1_pool,foo1,64k,8,500,1,112.310559
hdd,180,write,disk1_pool,foo1,64k,8,600,1,473.074499
hdd,180,write,disk1_pool,foo1,64k,16,1,1,81.612235
hdd,180,write,disk1_pool,foo1,64k,16,158,1,112.642492
hdd,180,write,disk1_pool,foo1,64k,16,316,1,213.033316
hdd,180,write,disk1_pool,foo1,64k,16,500,1,477.012324
hdd,180,write,disk1_pool,foo1,64k,16,600,1,163.211074
hdd,180,write,disk1_pool,foo1,64k,32,1,1,116.166299
hdd,180,write,disk1_pool,foo1,64k,32,158,1,155.606185
hdd,180,write,disk1_pool,foo1,64k,32,316,1,149.788899
hdd,180,write,disk1_pool,foo1,64k,32,500,1,482.044993
hdd,180,write,disk1_pool,foo1,64k,32,600,1,569.452023
hdd,180,write,disk1_pool,foo1,64k,64,1,1,205.144471
hdd,180,write,disk1_pool,foo1,64k,64,158,1,278.473476
hdd,180,write,disk1_pool,foo1,64k,64,316,1,402.923599
hdd,180,write,disk1_pool,foo1,64k,64,500,1,1072.844942
hdd,180,write,disk1_pool,foo1,64k,64,600,1,1458.513411
hdd,180,write,disk1_pool,foo1,64k,128,1,1,377.267213
hdd,180,write,disk1_pool,foo1,64k,128,158,1,576.877222
hdd,180,write,disk1_pool,foo1,64k,128,316,1,903.139642
hdd,180,write,disk1_pool,foo1,64k,128,500,1,1468.656715
hdd,180,write,disk1_pool,foo1,64k,128,600,1,2422.850834
hdd,180,write,disk1_pool,foo1,64k,256,1,1,672.171961
hdd,180,write,disk1_pool,foo1,64k,256,158,1,853.837978
hdd,180,write,disk1_pool,foo1,64k,256,316,1,1350.779147
hdd,180,write,disk1_pool,foo1,64k,256,500,1,2569.679161
hdd,180,write,disk1_pool,foo1,64k,256,600,1,2742.577143
hdd,180,write,disk1_pool,foo1,256k,1,1,1,39.597683
hdd,180,write,disk1_pool,foo1,256k,1,158,1,45.186077
hdd,180,write,disk1_pool,foo1,256k,1,316,1,53.08871
hdd,180,write,disk1_pool,foo1,256k,1,500,1,63.131704
hdd,180,write,disk1_pool,foo1,256k,1,600,1,73.461279
hdd,180,write,disk1_pool,foo1,256k,8,1,1,87.202201
hdd,180,write,disk1_pool,foo1,256k,8,158,1,120.622015
hdd,180,write,disk1_pool,foo1,256k,8,316,1,123.760391
hdd,180,write,disk1_pool,foo1,256k,8,500,1,417.627471
hdd,180,write,disk1_pool,foo1,256k,8,600,1,166.110497
hdd,180,write,disk1_pool,foo1,256k,16,1,1,131.150255
hdd,180,write,disk1_pool,foo1,256k,16,158,1,145.297674
hdd,180,write,disk1_pool,foo1,256k,16,316,1,262.28627
hdd,180,write,disk1_pool,foo1,256k,16,500,1,478.508879
hdd,180,write,disk1_pool,foo1,256k,16,600,1,1136.807766
hdd,180,write,disk1_pool,foo1,256k,32,1,1,211.481955
hdd,180,write,disk1_pool,foo1,256k,32,158,1,276.42412
hdd,180,write,disk1_pool,foo1,256k,32,316,1,419.021061
hdd,180,write,disk1_pool,foo1,256k,32,500,1,1037.972982
hdd,180,write,disk1_pool,foo1,256k,32,600,1,1771.529345
hdd,180,write,disk1_pool,foo1,256k,64,1,1,390.7863
hdd,180,write,disk1_pool,foo1,256k,64,158,1,546.186505
hdd,180,write,disk1_pool,foo1,256k,64,316,1,886.053415
hdd,180,write,disk1_pool,foo1,256k,64,500,1,1731.840691
hdd,180,write,disk1_pool,foo1,256k,64,600,1,2218.017331
hdd,180,write,disk1_pool,foo1,256k,128,1,1,706.999064
hdd,180,write,disk1_pool,foo1,256k,128,158,1,998.732769
hdd,180,write,disk1_pool,foo1,256k,128,316,1,1404.971407
hdd,180,write,disk1_pool,foo1,256k,128,500,1,2560.311128
hdd,180,write,disk1_pool,foo1,256k,128,600,1,2991.190511
hdd,180,write,disk1_pool,foo1,256k,256,1,1,1211.451002
hdd,180,write,disk1_pool,foo1,256k,256,158,1,1922.20875
hdd,180,write,disk1_pool,foo1,256k,256,316,1,2384.351728
hdd,180,write,disk1_pool,foo1,256k,256,500,1,3008.481564
hdd,180,write,disk1_pool,foo1,256k,256,600,1,3037.730931
hdd,180,write,disk1_pool,foo1,1M,1,1,4.967952,49.1998
hdd,180,write,disk1_pool,foo1,1M,1,158,4.971127,55.589672
hdd,180,write,disk1_pool,foo1,1M,1,316,4.97027,66.947297
hdd,180,write,disk1_pool,foo1,1M,1,500,4.928803,83.345469
hdd,180,write,disk1_pool,foo1,1M,1,600,4.099338,740.715232
hdd,180,write,disk1_pool,foo1,1M,8,1,4.991511,157.983986
hdd,180,write,disk1_pool,foo1,1M,8,158,4.979317,210.670889
hdd,180,write,disk1_pool,foo1,1M,8,316,4.982015,220.095213
hdd,180,write,disk1_pool,foo1,1M,8,500,4.871404,695.890863
hdd,180,write,disk1_pool,foo1,1M,8,600,4.849812,1033.331665
hdd,180,write,disk1_pool,foo1,1M,16,1,4.992462,254.078832
hdd,180,write,disk1_pool,foo1,1M,16,158,4.985714,372.177009
hdd,180,write,disk1_pool,foo1,1M,16,316,4.985816,496.966312
hdd,180,write,disk1_pool,foo1,1M,16,500,4.897436,1391.94359
hdd,180,write,disk1_pool,foo1,1M,16,600,4.790071,2371.577305
hdd,180,write,disk1_pool,foo1,1M,32,1,4.990276,468.505077
hdd,180,write,disk1_pool,foo1,1M,32,158,4.979983,690.064637
hdd,180,write,disk1_pool,foo1,1M,32,316,4.97678,1027.818821
hdd,180,write,disk1_pool,foo1,1M,32,500,4.908913,2113.858165
hdd,180,write,disk1_pool,foo1,1M,32,600,4.870629,2850.631119
hdd,180,write,disk1_pool,foo1,1M,64,1,4.986094,882.351785
hdd,180,write,disk1_pool,foo1,1M,64,158,4.976599,1272.12927
hdd,180,write,disk1_pool,foo1,1M,64,316,4.962117,1978.200279
hdd,180,write,disk1_pool,foo1,1M,64,500,4.931409,2808.111669
hdd,180,write,disk1_pool,foo1,1M,64,600,4.946232,2876.451324
hdd,180,write,disk1_pool,foo1,1M,128,1,4.981366,1465.658725
hdd,180,write,disk1_pool,foo1,1M,128,158,4.972414,1876.811494
hdd,180,write,disk1_pool,foo1,1M,128,316,4.962463,2370.6981
hdd,180,write,disk1_pool,foo1,1M,128,500,4.958549,2859.625907
hdd,180,write,disk1_pool,foo1,1M,128,600,4.946301,3360.825179
hdd,180,write,disk1_pool,foo1,1M,256,1,4.983159,1324.297015
hdd,180,write,disk1_pool,foo1,1M,256,158,4.97546,1913.441036
