diskType, runtime, opType, pool, volume, blockSize, ioDepth, recoveryLimit,expectCost,actualCost
hdd,180,write,disk1_pool,foo1,1M,256,316,4.966997,2303.859942
hdd,180,write,disk1_pool,foo1,1M,256,500,4.950339,3290.857223
hdd,180,write,disk1_pool,foo1,1M,256,600,4.948778,3413.488068
hdd,180,write,disk1_pool,foo1,2M,1,1,10.944009,57.044793
hdd,180,write,disk1_pool,foo1,2M,1,158,10.863014,76.825723
hdd,180,write,disk1_pool,foo1,2M,1,316,10.785795,111.565953
hdd,180,write,disk1_pool,foo1,2M,1,500,9.934708,362.580756
hdd,180,write,disk1_pool,foo1,2M,1,600,10.737119,104.664564
hdd,180,write,disk1_pool,foo1,2M,8,1,10.969101,228.689045
hdd,180,write,disk1_pool,foo1,2M,8,158,10.921507,322.786499
hdd,180,write,disk1_pool,foo1,2M,8,316,10.946058,339.357261
hdd,180,write,disk1_pool,foo1,2M,8,500,10.494471,1215.808847
hdd,180,write,disk1_pool,foo1,2M,8,600,10.156379,1752.269547
hdd,180,write,disk1_pool,foo1,2M,16,1,10.959152,420.78989
hdd,180,write,disk1_pool,foo1,2M,16,158,10.937151,561.007332
hdd,180,write,disk1_pool,foo1,2M,16,316,10.871495,980.188668
hdd,180,write,disk1_pool,foo1,2M,16,500,10.636752,1780.152778
hdd,180,write,disk1_pool,foo1,2M,16,600,10.359606,2725.758621
hdd,180,write,disk1_pool,foo1,2M,32,1,10.934211,801.306774
hdd,180,write,disk1_pool,foo1,2M,32,158,10.906361,1060.63836
hdd,180,write,disk1_pool,foo1,2M,32,316,10.85877,1597.780866
hdd,180,write,disk1_pool,foo1,2M,32,500,10.712919,2741.12201
hdd,180,write,disk1_pool,foo1,2M,32,600,10.671564,2944.164218
hdd,180,write,disk1_pool,foo1,2M,64,1,10.925247,1269.157704
hdd,180,write,disk1_pool,foo1,2M,64,158,10.901837,1729.963585
hdd,180,write,disk1_pool,foo1,2M,64,316,10.832546,2439.03435
hdd,180,write,disk1_pool,foo1,2M,64,500,10.76,3215.274857
hdd,180,write,disk1_pool,foo1,2M,64,600,10.732685,3411.253949
hdd,180,write,disk1_pool,foo1,2M,128,1,10.925857,1240.257878
hdd,180,write,disk1_pool,foo1,2M,128,158,10.885859,1686.726696
hdd,180,write,disk1_pool,foo1,2M,128,316,10.843021,2344.64616
hdd,180,write,disk1_pool,foo1,2M,128,500,10.777537,3093.055345
hdd,180,write,disk1_pool,foo1,2M,128,600,10.778807,3109.694959
hdd,180,write,disk1_pool,foo1,2M,256,1,10.931413,1246.748971
hdd,180,write,disk1_pool,foo1,2M,256,158,10.909201,1680.908898
hdd,180,write,disk1_pool,foo1,2M,256,316,10.840777,2270.640777
hdd,180,write,disk1_pool,foo1,2M,256,500,10.789876,3025.355301
hdd,180,write,disk1_pool,foo1,2M,256,600,10.767442,3296.459167
hdd,180,write,disk1_pool,foo1,4M,1,1,21.764222,74.139222
hdd,180,write,disk1_pool,foo1,4M,1,158,21.741879,87.453029
hdd,180,write,disk1_pool,foo1,4M,1,316,21.22752,139.087193
hdd,180,write,disk1_pool,foo1,4M,1,500,21.054662,313.717042
hdd,180,write,disk1_pool,foo1,4M,1,600,21.72332,131.357049
hdd,180,write,disk1_pool,foo1,4M,8,1,21.870493,387.176945
hdd,180,write,disk1_pool,foo1,4M,8,158,21.790837,541.996016
hdd,180,write,disk1_pool,foo1,4M,8,316,21.315961,889.798046
hdd,180,write,disk1_pool,foo1,4M,8,500,21.654676,846.963001
hdd,180,write,disk1_pool,foo1,4M,8,600,19.92515,2517.224551
hdd,180,write,disk1_pool,foo1,4M,16,1,21.812165,719.971825
hdd,180,write,disk1_pool,foo1,4M,16,158,21.660414,1051.529754
hdd,180,write,disk1_pool,foo1,4M,16,316,21.271352,1496.891459
hdd,180,write,disk1_pool,foo1,4M,16,500,20.840299,2526.219403
hdd,180,write,disk1_pool,foo1,4M,16,600,20.959184,2627.674927
hdd,180,write,disk1_pool,foo1,4M,32,1,21.734297,1168.983732
hdd,180,write,disk1_pool,foo1,4M,32,158,21.657465,1711.885822
hdd,180,write,disk1_pool,foo1,4M,32,316,21.457048,2360.723937
hdd,180,write,disk1_pool,foo1,4M,32,500,21.168317,2788.333663
hdd,180,write,disk1_pool,foo1,4M,32,600,21.013746,3285.767468
hdd,180,write,disk1_pool,foo1,4M,64,1,21.744595,1183.448198
hdd,180,write,disk1_pool,foo1,4M,64,158,21.576763,1585.440427
hdd,180,write,disk1_pool,foo1,4M,64,316,21.485452,2174.356049
hdd,180,write,disk1_pool,foo1,4M,64,500,21.074502,2999.703043
hdd,180,write,disk1_pool,foo1,4M,64,600,20.909707,3290.3307
hdd,180,write,disk1_pool,foo1,4M,128,1,21.739015,1190.798935
hdd,180,write,disk1_pool,foo1,4M,128,158,21.660276,1690.479329
hdd,180,write,disk1_pool,foo1,4M,128,316,21.470183,2213.584098
hdd,180,write,disk1_pool,foo1,4M,128,500,21.125888,3080.77665
hdd,180,write,disk1_pool,foo1,4M,128,600,21.053846,3368.198901
hdd,180,write,disk1_pool,foo1,4M,256,1,21.723919,1176.643766
hdd,180,write,disk1_pool,foo1,4M,256,158,21.712821,1729.226211
hdd,180,write,disk1_pool,foo1,4M,256,316,21.394515,2198.028833
hdd,180,write,disk1_pool,foo1,4M,256,500,21.184282,2909.573622
hdd,180,write,disk1_pool,foo1,4M,256,600,21.230563,3180.517426
hdd,180,randread,hdd_data_pool_2,image1,4k,1,1,1,10.133587
hdd,180,randread,hdd_data_pool_2,image1,4k,1,158,1,6.929647
hdd,180,randread,hdd_data_pool_2,image1,4k,1,316,1,12.030034
hdd,180,randread,hdd_data_pool_2,image1,4k,1,500,1,13.486625
hdd,180,randread,hdd_data_pool_2,image1,4k,1,600,1,14.416051
hdd,180,randread,hdd_data_pool_2,image1,4k,8,1,1,19.12092
hdd,180,randread,hdd_data_pool_2,image1,4k,8,158,1,35.645067
hdd,180,randread,hdd_data_pool_2,image1,4k,8,316,1,50.496625
hdd,180,randread,hdd_data_pool_2,image1,4k,8,500,1,58.056395
hdd,180,randread,hdd_data_pool_2,image1,4k,8,600,1,44.264938
hdd,180,randread,hdd_data_pool_2,image1,4k,16,1,1,44.164473
hdd,180,randread,hdd_data_pool_2,image1,4k,16,158,1,60.702494
hdd,180,randread,hdd_data_pool_2,image1,4k,16,316,1,87.638269
hdd,180,randread,hdd_data_pool_2,image1,4k,16,500,1,76.351291
hdd,180,randread,hdd_data_pool_2,image1,4k,16,600,1,142.41039
hdd,180,randread,hdd_data_pool_2,image1,4k,32,1,1,78.656284
hdd,180,randread,hdd_data_pool_2,image1,4k,32,158,1,120.667655
hdd,180,randread,hdd_data_pool_2,image1,4k,32,316,1,124.090705
hdd,180,randread,hdd_data_pool_2,image1,4k,32,500,1,209.843327
hdd,180,randread,hdd_data_pool_2,image1,4k,32,600,1,258.12057
hdd,180,randread,hdd_data_pool_2,image1,4k,64,1,1,147.937879
hdd,180,randread,hdd_data_pool_2,image1,4k,64,158,1,152.30216
hdd,180,randread,hdd_data_pool_2,image1,4k,64,316,1,315.531819
hdd,180,randread,hdd_data_pool_2,image1,4k,64,500,1,411.558007
hdd,180,randread,hdd_data_pool_2,image1,4k,64,600,1,439.005739
hdd,180,randread,hdd_data_pool_2,image1,4k,128,1,1,239.637391
hdd,180,randread,hdd_data_pool_2,image1,4k,128,158,1,422.990234
hdd,180,randread,hdd_data_pool_2,image1,4k,128,316,1,583.422022
hdd,180,randread,hdd_data_pool_2,image1,4k,128,500,1,715.177407
hdd,180,randread,hdd_data_pool_2,image1,4k,128,600,1,573.4169
hdd,180,randread,hdd_data_pool_2,image1,4k,256,1,1,590.284341
hdd,180,randread,hdd_data_pool_2,image1,4k,256,158,1,800.215613
hdd,180,randread,hdd_data_pool_2,image1,4k,256,316,1,1099.672613
hdd,180,randread,hdd_data_pool_2,image1,4k,256,500,1,949.37235
hdd,180,randread,hdd_data_pool_2,image1,4k,256,600,1,1381.916014
hdd,180,randread,hdd_data_pool_2,image1,32k,1,1,1,10.097965
hdd,180,randread,hdd_data_pool_2,image1,32k,1,158,1,10.352375
hdd,180,randread,hdd_data_pool_2,image1,32k,1,316,1,7.802507
hdd,180,randread,hdd_data_pool_2,image1,32k,1,500,1,13.598027
hdd,180,randread,hdd_data_pool_2,image1,32k,1,600,1,14.807952
hdd,180,randread,hdd_data_pool_2,image1,32k,8,1,1,26.87994
hdd,180,randread,hdd_data_pool_2,image1,32k,8,158,1,23.755063
hdd,180,randread,hdd_data_pool_2,image1,32k,8,316,1,44.769566
hdd,180,randread,hdd_data_pool_2,image1,32k,8,500,1,55.679966
hdd,180,randread,hdd_data_pool_2,image1,32k,8,600,1,83.617537
hdd,180,randread,hdd_data_pool_2,image1,32k,16,1,1,34.406561
hdd,180,randread,hdd_data_pool_2,image1,32k,16,158,1,65.471852
hdd,180,randread,hdd_data_pool_2,image1,32k,16,316,1,92.449708
hdd,180,randread,hdd_data_pool_2,image1,32k,16,500,1,116.399538
hdd,180,randread,hdd_data_pool_2,image1,32k,16,600,1,96.674427
hdd,180,randread,hdd_data_pool_2,image1,32k,32,1,1,82.755558
hdd,180,randread,hdd_data_pool_2,image1,32k,32,158,1,125.061951
hdd,180,randread,hdd_data_pool_2,image1,32k,32,316,1,170.275074
hdd,180,randread,hdd_data_pool_2,image1,32k,32,500,1,152.365653
hdd,180,randread,hdd_data_pool_2,image1,32k,32,600,1,257.138427
hdd,180,randread,hdd_data_pool_2,image1,32k,64,1,1,159.204735
hdd,180,randread,hdd_data_pool_2,image1,32k,64,158,1,238.482386
hdd,180,randread,hdd_data_pool_2,image1,32k,64,316,1,221.154108
hdd,180,randread,hdd_data_pool_2,image1,32k,64,500,1,405.872566
hdd,180,randread,hdd_data_pool_2,image1,32k,64,600,1,455.1917
hdd,180,randread,hdd_data_pool_2,image1,32k,128,1,1,308.535215
hdd,180,randread,hdd_data_pool_2,image1,32k,128,158,1,303.573864
hdd,180,randread,hdd_data_pool_2,image1,32k,128,316,1,597.986295
hdd,180,randread,hdd_data_pool_2,image1,32k,128,500,1,742.32922
hdd,180,randread,hdd_data_pool_2,image1,32k,128,600,1,781.405989
hdd,180,randread,hdd_data_pool_2,image1,32k,256,1,1,493.593028
hdd,180,randread,hdd_data_pool_2,image1,32k,256,158,1,826.260476
hdd,180,randread,hdd_data_pool_2,image1,32k,256,316,1,1052.324285
hdd,180,randread,hdd_data_pool_2,image1,32k,256,500,1,1244.993955
hdd,180,randread,hdd_data_pool_2,image1,32k,256,600,1,1104.042003
hdd,180,randread,hdd_data_pool_2,image1,64k,1,1,1,10.641451
hdd,180,randread,hdd_data_pool_2,image1,64k,1,158,1,11.275821
hdd,180,randread,hdd_data_pool_2,image1,64k,1,316,1,12.169738
hdd,180,randread,hdd_data_pool_2,image1,64k,1,500,1,8.73761
hdd,180,randread,hdd_data_pool_2,image1,64k,1,600,1,14.90887
hdd,180,randread,hdd_data_pool_2,image1,64k,8,1,1,27.428253
hdd,180,randread,hdd_data_pool_2,image1,64k,8,158,1,36.173415
hdd,180,randread,hdd_data_pool_2,image1,64k,8,316,1,32.142543
hdd,180,randread,hdd_data_pool_2,image1,64k,8,500,1,68.360235
hdd,180,randread,hdd_data_pool_2,image1,64k,8,600,1,64.624735
hdd,180,randread,hdd_data_pool_2,image1,64k,16,1,1,45.813246
hdd,180,randread,hdd_data_pool_2,image1,64k,16,158,1,45.058433
hdd,180,randread,hdd_data_pool_2,image1,64k,16,316,1,92.680356
hdd,180,randread,hdd_data_pool_2,image1,64k,16,500,1,122.613884
hdd,180,randread,hdd_data_pool_2,image1,64k,16,600,1,132.793289
hdd,180,randread,hdd_data_pool_2,image1,64k,32,1,1,67.628839
hdd,180,randread,hdd_data_pool_2,image1,64k,32,158,1,128.945424
hdd,180,randread,hdd_data_pool_2,image1,64k,32,316,1,165.74154
hdd,180,randread,hdd_data_pool_2,image1,64k,32,500,1,214.753182
hdd,180,randread,hdd_data_pool_2,image1,64k,32,600,1,170.041653
hdd,180,randread,hdd_data_pool_2,image1,64k,64,1,1,167.354266
hdd,180,randread,hdd_data_pool_2,image1,64k,64,158,1,246.272054
hdd,180,randread,hdd_data_pool_2,image1,64k,64,316,1,324.884108
hdd,180,randread,hdd_data_pool_2,image1,64k,64,500,1,298.496051
hdd,180,randread,hdd_data_pool_2,image1,64k,64,600,1,444.859327
hdd,180,randread,hdd_data_pool_2,image1,64k,128,1,1,326.174636
hdd,180,randread,hdd_data_pool_2,image1,64k,128,158,1,452.768095
hdd,180,randread,hdd_data_pool_2,image1,64k,128,316,1,417.433132
hdd,180,randread,hdd_data_pool_2,image1,64k,128,500,1,712.546671
hdd,180,randread,hdd_data_pool_2,image1,64k,128,600,1,736.629397
hdd,180,randread,hdd_data_pool_2,image1,64k,256,1,1,625.398893
hdd,180,randread,hdd_data_pool_2,image1,64k,256,158,1,624.167579
hdd,180,randread,hdd_data_pool_2,image1,64k,256,316,1,1070.250624
hdd,180,randread,hdd_data_pool_2,image1,64k,256,500,1,1230.537078
hdd,180,randread,hdd_data_pool_2,image1,64k,256,600,1,1325.990491
hdd,180,randread,hdd_data_pool_2,image1,256k,1,1,1,9.450907
hdd,180,randread,hdd_data_pool_2,image1,256k,1,158,1,15.577216
hdd,180,randread,hdd_data_pool_2,image1,256k,1,316,1,17.216897
hdd,180,randread,hdd_data_pool_2,image1,256k,1,500,1,19.84716
hdd,180,randread,hdd_data_pool_2,image1,256k,1,600,1,13.179725
hdd,180,randread,hdd_data_pool_2,image1,256k,8,1,1,36.401038
hdd,180,randread,hdd_data_pool_2,image1,256k,8,158,1,51.652272
hdd,180,randread,hdd_data_pool_2,image1,256k,8,316,1,64.623046
hdd,180,randread,hdd_data_pool_2,image1,256k,8,500,1,56.816869
hdd,180,randread,hdd_data_pool_2,image1,256k,8,600,1,96.990242
hdd,180,randread,hdd_data_pool_2,image1,256k,16,1,1,62.331097
hdd,180,randread,hdd_data_pool_2,image1,256k,16,158,1,89.870676
hdd,180,randread,hdd_data_pool_2,image1,256k,16,316,1,81.321125
hdd,180,randread,hdd_data_pool_2,image1,256k,16,500,1,164.834069
hdd,180,randread,hdd_data_pool_2,image1,256k,16,600,1,201.10467
hdd,180,randread,hdd_data_pool_2,image1,256k,32,1,1,115.074314
hdd,180,randread,hdd_data_pool_2,image1,256k,32,158,1,116.844555
hdd,180,randread,hdd_data_pool_2,image1,256k,32,316,1,220.702179
hdd,180,randread,hdd_data_pool_2,image1,256k,32,500,1,291.815616
hdd,180,randread,hdd_data_pool_2,image1,256k,32,600,1,330.684283
hdd,180,randread,hdd_data_pool_2,image1,256k,64,1,1,177.883022
hdd,180,randread,hdd_data_pool_2,image1,256k,64,158,1,330.705266
hdd,180,randread,hdd_data_pool_2,image1,256k,64,316,1,409.75341
hdd,180,randread,hdd_data_pool_2,image1,256k,64,500,1,519.324281
hdd,180,randread,hdd_data_pool_2,image1,256k,64,600,1,404.515691
hdd,180,randread,hdd_data_pool_2,image1,256k,128,1,1,448.77486
hdd,180,randread,hdd_data_pool_2,image1,256k,128,158,1,608.793824
hdd,180,randread,hdd_data_pool_2,image1,256k,128,316,1,769.10146
hdd,180,randread,hdd_data_pool_2,image1,256k,128,500,1,701.630846
hdd,180,randread,hdd_data_pool_2,image1,256k,128,600,1,999.259567
hdd,180,randread,hdd_data_pool_2,image1,256k,256,1,1,907.877965
hdd,180,randread,hdd_data_pool_2,image1,256k,256,158,1,1271.14339
hdd,180,randread,hdd_data_pool_2,image1,256k,256,316,1,1078.561106
hdd,180,randread,hdd_data_pool_2,image1,256k,256,500,1,1858.604923
hdd,180,randread,hdd_data_pool_2,image1,256k,256,600,1,1951.879483
hdd,180,randread,hdd_data_pool_2,image1,1m,1,1,1,17.715564
hdd,180,randread,hdd_data_pool_2,image1,1m,1,158,1,14.663744
hdd,180,randread,hdd_data_pool_2,image1,1m,1,316,1,21.7925
hdd,180,randread,hdd_data_pool_2,image1,1m,1,500,1,24.185137
hdd,180,randread,hdd_data_pool_2,image1,1m,1,600,1,25.814505
hdd,180,randread,hdd_data_pool_2,image1,1m,8,1,1,44.045291
hdd,180,randread,hdd_data_pool_2,image1,1m,8,158,1,65.801314
hdd,180,randread,hdd_data_pool_2,image1,1m,8,316,1,90.129168
hdd,180,randread,hdd_data_pool_2,image1,1m,8,500,1,113.26181
hdd,180,randread,hdd_data_pool_2,image1,1m,8,600,1,101.185611
hdd,180,randread,hdd_data_pool_2,image1,1m,16,1,1,104.706717
hdd,180,randread,hdd_data_pool_2,image1,1m,16,158,1,127.717159
hdd,180,randread,hdd_data_pool_2,image1,1m,16,316,1,161.495787
hdd,180,randread,hdd_data_pool_2,image1,1m,16,500,1,161.00937
hdd,180,randread,hdd_data_pool_2,image1,1m,16,600,1,260.331307
hdd,180,randread,hdd_data_pool_2,image1,1m,32,1,1,201.220307
hdd,180,randread,hdd_data_pool_2,image1,1m,32,158,1,241.411663
hdd,180,randread,hdd_data_pool_2,image1,1m,32,316,1,228.02018
hdd,180,randread,hdd_data_pool_2,image1,1m,32,500,1,385.338711
hdd,180,randread,hdd_data_pool_2,image1,1m,32,600,1,416.821209
hdd,180,randread,hdd_data_pool_2,image1,1m,64,1,1,393.290315
hdd,180,randread,hdd_data_pool_2,image1,1m,64,158,1,385.624849
hdd,180,randread,hdd_data_pool_2,image1,1m,64,316,1,556.260828
hdd,180,randread,hdd_data_pool_2,image1,1m,64,500,1,684.726706
hdd,180,randread,hdd_data_pool_2,image1,1m,64,600,1,712.137991
hdd,180,randread,hdd_data_pool_2,image1,1m,128,1,1,518.924587
hdd,180,randread,hdd_data_pool_2,image1,1m,128,158,1,728.221689
hdd,180,randread,hdd_data_pool_2,image1,1m,128,316,1,847.566017
hdd,180,randread,hdd_data_pool_2,image1,1m,128,500,1,946.883957
hdd,180,randread,hdd_data_pool_2,image1,1m,128,600,1,859.147543
hdd,180,randread,hdd_data_pool_2,image1,1m,256,1,1,620.573839
hdd,180,randread,hdd_data_pool_2,image1,1m,256,158,1,726.551455
hdd,180,randread,hdd_data_pool_2,image1,1m,256,316,1,824.481468
hdd,180,randread,hdd_data_pool_2,image1,1m,256,500,1,821.545763
hdd,180,randread,hdd_data_pool_2,image1,1m,256,600,1,1058.107234
hdd,180,randread,hdd_data_pool_2,image1,2m,1,1,1,24.944951
hdd,180,randread,hdd_data_pool_2,image1,2m,1,158,1,27.648954
hdd,180,randread,hdd_data_pool_2,image1,2m,1,316,1,22.877309
hdd,180,randread,hdd_data_pool_2,image1,2m,1,500,1,34.654747
hdd,180,randread,hdd_data_pool_2,image1,2m,1,600,1,36.451298
hdd,180,randread,hdd_data_pool_2,image1,2m,8,1,1,78.641278
hdd,180,randread,hdd_data_pool_2,image1,2m,8,158,1,75.427915
hdd,180,randread,hdd_data_pool_2,image1,2m,8,316,1,108.871211
hdd,180,randread,hdd_data_pool_2,image1,2m,8,500,1,140.344478
hdd,180,randread,hdd_data_pool_2,image1,2m,8,600,1,171.043972
hdd,180,randread,hdd_data_pool_2,image1,2m,16,1,1,124.200415
hdd,180,randread,hdd_data_pool_2,image1,2m,16,158,1,181.584954
hdd,180,randread,hdd_data_pool_2,image1,2m,16,316,1,223.462437
hdd,180,randread,hdd_data_pool_2,image1,2m,16,500,1,298.400689
hdd,180,randread,hdd_data_pool_2,image1,2m,16,600,1,287.297962
hdd,180,randread,hdd_data_pool_2,image1,2m,32,1,1,287.524248
hdd,180,randread,hdd_data_pool_2,image1,2m,32,158,1,353.359936
hdd,180,randread,hdd_data_pool_2,image1,2m,32,316,1,424.796062
hdd,180,randread,hdd_data_pool_2,image1,2m,32,500,1,438.762947
hdd,180,randread,hdd_data_pool_2,image1,2m,32,600,1,542.843694
hdd,180,randread,hdd_data_pool_2,image1,2m,64,1,1,449.68129
hdd,180,randread,hdd_data_pool_2,image1,2m,64,158,1,527.087176
hdd,180,randread,hdd_data_pool_2,image1,2m,64,316,1,521.609603
hdd,180,randread,hdd_data_pool_2,image1,2m,64,500,1,758.623825
hdd,180,randread,hdd_data_pool_2,image1,2m,64,600,1,800.532381
hdd,180,randread,hdd_data_pool_2,image1,2m,128,1,1,450.077542
hdd,180,randread,hdd_data_pool_2,image1,2m,128,158,1,450.446164
hdd,180,randread,hdd_data_pool_2,image1,2m,128,316,1,622.381093
hdd,180,randread,hdd_data_pool_2,image1,2m,128,500,1,739.745489
hdd,180,randread,hdd_data_pool_2,image1,2m,128,600,1,775.926142
hdd,180,randread,hdd_data_pool_2,image1,2m,256,1,1,382.150688
hdd,180,randread,hdd_data_pool_2,image1,2m,256,158,1,539.43255
hdd,180,randread,hdd_data_pool_2,image1,2m,256,316,1,612.901352
hdd,180,randread,hdd_data_pool_2,image1,2m,256,500,1,753.845553
hdd,180,randread,hdd_data_pool_2,image1,2m,256,600,1,676.082724
hdd,180,randread,hdd_data_pool_2,image1,4m,1,1,1,37.48409
hdd,180,randread,hdd_data_pool_2,image1,4m,1,158,1,41.511237
hdd,180,randread,hdd_data_pool_2,image1,4m,1,316,1,45
hdd,180,randread,hdd_data_pool_2,image1,4m,1,500,1,41.194323
hdd,180,randread,hdd_data_pool_2,image1,4m,1,600,1,51.430551
hdd,180,randread,hdd_data_pool_2,image1,4m,8,1,1,124.715842
hdd,180,randread,hdd_data_pool_2,image1,4m,8,158,1,151.637234
hdd,180,randread,hdd_data_pool_2,image1,4m,8,316,1,146.839361
hdd,180,randread,hdd_data_pool_2,image1,4m,8,500,1,259.669166
hdd,180,randread,hdd_data_pool_2,image1,4m,8,600,1,320.344657
hdd,180,randread,hdd_data_pool_2,image1,4m,16,1,1,238.850919
hdd,180,randread,hdd_data_pool_2,image1,4m,16,158,1,248.378821
hdd,180,randread,hdd_data_pool_2,image1,4m,16,316,1,356.48048
hdd,180,randread,hdd_data_pool_2,image1,4m,16,500,1,465.131545
hdd,180,randread,hdd_data_pool_2,image1,4m,16,600,1,512.417993
hdd,180,randread,hdd_data_pool_2,image1,4m,32,1,1,322.175973
hdd,180,randread,hdd_data_pool_2,image1,4m,32,158,1,442.912691
hdd,180,randread,hdd_data_pool_2,image1,4m,32,316,1,520.800511
hdd,180,randread,hdd_data_pool_2,image1,4m,32,500,1,649.561833
hdd,180,randread,hdd_data_pool_2,image1,4m,32,600,1,599.64008
hdd,180,randread,hdd_data_pool_2,image1,4m,64,1,1,368.312049
hdd,180,randread,hdd_data_pool_2,image1,4m,64,158,1,451.875994
hdd,180,randread,hdd_data_pool_2,image1,4m,64,316,1,533.3565
hdd,180,randread,hdd_data_pool_2,image1,4m,64,500,1,577.978169
hdd,180,randread,hdd_data_pool_2,image1,4m,64,600,1,698.830992
hdd,180,randread,hdd_data_pool_2,image1,4m,128,1,1,363.502142
hdd,180,randread,hdd_data_pool_2,image1,4m,128,158,1,441.855898
hdd,180,randread,hdd_data_pool_2,image1,4m,128,316,1,458.16518
hdd,180,randread,hdd_data_pool_2,image1,4m,128,500,1,659.289683
hdd,180,randread,hdd_data_pool_2,image1,4m,128,600,1,701.996928
hdd,180,randread,hdd_data_pool_2,image1,4m,256,1,1,364.802103
hdd,180,randread,hdd_data_pool_2,image1,4m,256,158,1,386.855006
hdd,180,randread,hdd_data_pool_2,image1,4m,256,316,1,523.989049
hdd,180,randread,hdd_data_pool_2,image1,4m,256,500,1,649.150988
hdd,180,randread,hdd_data_pool_2,image1,4m,256,600,1,676.206358
hdd,180,randwrite,hdd_data_pool_1,image1,4k,1,1,1,24.957184
hdd,180,randwrite,hdd_data_pool_1,image1,4k,1,158,1,34.162459
hdd,180,randwrite,hdd_data_pool_1,image1,4k,1,316,1,32.782845
hdd,180,randwrite,hdd_data_pool_1,image1,4k,1,500,1,33.968188
hdd,180,randwrite,hdd_data_pool_1,image1,4k,1,600,1,52.915351
hdd,180,randwrite,hdd_data_pool_1,image1,4k,8,1,1,73.10506
hdd,180,randwrite,hdd_data_pool_1,image1,4k,8,158,1,90.900294
hdd,180,randwrite,hdd_data_pool_1,image1,4k,8,316,1,69.997208
hdd,180,randwrite,hdd_data_pool_1,image1,4k,8,500,1,181.132546
hdd,180,randwrite,hdd_data_pool_1,image1,4k,8,600,1,312.852257
hdd,180,randwrite,hdd_data_pool_1,image1,4k,16,1,1,104.002719
hdd,180,randwrite,hdd_data_pool_1,image1,4k,16,158,1,93.453448
hdd,180,randwrite,hdd_data_pool_1,image1,4k,16,316,1,234.92852
hdd,180,randwrite,hdd_data_pool_1,image1,4k,16,500,1,382.085722
hdd,180,randwrite,hdd_data_pool_1,image1,4k,16,600,1,328.549749
hdd,180,randwrite,hdd_data_pool_1,image1,4k,32,1,1,140.609848
hdd,180,randwrite,hdd_data_pool_1,image1,4k,32,158,1,218.007749
hdd,180,randwrite,hdd_data_pool_1,image1,4k,32,316,1,280.567602
hdd,180,randwrite,hdd_data_pool_1,image1,4k,32,500,1,448.186221
hdd,180,randwrite,hdd_data_pool_1,image1,4k,32,600,1,433.089364
hdd,180,randwrite,hdd_data_pool_1,image1,4k,64,1,1,319.174892
hdd,180,randwrite,hdd_data_pool_1,image1,4k,64,158,1,402.25099
hdd,180,randwrite,hdd_data_pool_1,image1,4k,64,316,1,516.11826
hdd,180,randwrite,hdd_data_pool_1,image1,4k,64,500,1,352.634468
hdd,180,randwrite,hdd_data_pool_1,image1,4k,64,600,1,920.717967
hdd,180,randwrite,hdd_data_pool_1,image1,4k,128,1,1,617.559837
hdd,180,randwrite,hdd_data_pool_1,image1,4k,128,158,1,713.541749
hdd,180,randwrite,hdd_data_pool_1,image1,4k,128,316,1,604.470679
hdd,180,randwrite,hdd_data_pool_1,image1,4k,128,500,1,1251.536592
hdd,180,randwrite,hdd_data_pool_1,image1,4k,128,600,1,1205.477633
hdd,180,randwrite,hdd_data_pool_1,image1,4k,256,1,1,1252.070888
hdd,180,randwrite,hdd_data_pool_1,image1,4k,256,158,1,1301.655672
hdd,180,randwrite,hdd_data_pool_1,image1,4k,256,316,1,1721.315694
hdd,180,randwrite,hdd_data_pool_1,image1,4k,256,500,1,1669.566992
hdd,180,randwrite,hdd_data_pool_1,image1,4k,256,600,1,1638.484328
hdd,180,randwrite,hdd_data_pool_1,image1,32k,1,1,1,19.036479
hdd,180,randwrite,hdd_data_pool_1,image1,32k,1,158,1,28.190193
hdd,180,randwrite,hdd_data_pool_1,image1,32k,1,316,1,52.051143
hdd,180,randwrite,hdd_data_pool_1,image1,32k,1,500,1,39.261435
hdd,180,randwrite,hdd_data_pool_1,image1,32k,1,600,1,48.388535
hdd,180,randwrite,hdd_data_pool_1,image1,32k,8,1,1,68.177157
hdd,180,randwrite,hdd_data_pool_1,image1,32k,8,158,1,61.745359
hdd,180,randwrite,hdd_data_pool_1,image1,32k,8,316,1,95.790667
hdd,180,randwrite,hdd_data_pool_1,image1,32k,8,500,1,128.237807
hdd,180,randwrite,hdd_data_pool_1,image1,32k,8,600,1,191.592269
hdd,180,randwrite,hdd_data_pool_1,image1,32k,16,1,1,106.374909
hdd,180,randwrite,hdd_data_pool_1,image1,32k,16,158,1,100.977048
hdd,180,randwrite,hdd_data_pool_1,image1,32k,16,316,1,182.775425
hdd,180,randwrite,hdd_data_pool_1,image1,32k,16,500,1,391.875834
hdd,180,randwrite,hdd_data_pool_1,image1,32k,16,600,1,239.480624
hdd,180,randwrite,hdd_data_pool_1,image1,32k,32,1,1,192.532476
hdd,180,randwrite,hdd_data_pool_1,image1,32k,32,158,1,186.301855
hdd,180,randwrite,hdd_data_pool_1,image1,32k,32,316,1,305.585923
hdd,180,randwrite,hdd_data_pool_1,image1,32k,32,500,1,224.400393
hdd,180,randwrite,hdd_data_pool_1,image1,32k,64,158,1,321.352938
hdd,180,randwrite,hdd_data_pool_1,image1,32k,64,316,1,482.827682
