DiskType,IOType,ObjectSize,IODepth,RecoverLimit,r_iops,r_bw(MB/s),r_lat_avg(ms),r_lat_95(ms),r_lat_99(ms),w_iops,w_bw(MB/s),w_lat_avg(ms),w_lat_95(ms),w_lat_99(ms)
hdd,read,4k,1,1,2121,8.29,0.47,0.72,1.09,,,,,
hdd,read,4k,1,158,1909,7.46,0.52,0.77,1.22,,,,,
hdd,read,4k,1,316,1632,6.38,0.61,0.82,1.45,,,,,
hdd,read,4k,1,500,1640,6.41,0.61,0.72,1.7,,,,,
hdd,read,4k,1,600,1621,6.34,0.62,0.8,2.41,,,,,
hdd,read,4k,8,1,5781,22.6,1.38,1.45,2.67,,,,,
hdd,read,4k,8,158,5280,20.6,1.51,1.5,11.34,,,,,
hdd,read,4k,8,316,3619,14.1,2.21,1.94,33.82,,,,,
hdd,read,4k,8,500,4792,18.7,1.67,1.53,11.08,,,,,
hdd,read,4k,8,600,3703,14.5,2.16,1.76,32.38,,,,,
hdd,read,4k,16,1,5719,22.3,2.8,3.03,24.25,,,,,
hdd,read,4k,16,158,5309,20.7,3.01,3.03,27.39,,,,,
hdd,read,4k,16,316,5424,21.2,2.95,3.1,13.3,,,,,
hdd,read,4k,16,500,4185,16.3,3.82,4.23,38.01,,,,,
hdd,read,4k,16,600,3474,13.6,4.6,6.78,57.93,,,,,
hdd,read,4k,32,1,5852,22.9,5.47,7,30,,,,,
hdd,read,4k,32,158,5994,23.4,5.34,7,17,,,,,
hdd,read,4k,32,316,4659,18.2,6.87,11,48,,,,,
hdd,read,4k,32,500,4114,16.1,7.78,20,87,,,,,
hdd,read,4k,32,600,3890,15.2,8.22,23,101,,,,,
hdd,read,4k,64,1,6704,26.2,9.55,12,18,,,,,
hdd,read,4k,64,158,4787,18.7,13.37,30,93,,,,,
hdd,read,4k,64,600,3442,13.4,18.59,54,192,,,,,
hdd,read,4k,128,1,6136,23,20.86,41,50,,,,,
hdd,read,4k,128,158,6235,24.4,20.53,28,74,,,,,
hdd,read,4k,128,316,5352,20.9,23.91,47,174,,,,,
hdd,read,4k,128,500,4642,18.1,27.57,61,213,,,,,
hdd,read,4k,128,600,3808,14.9,33.61,108,300,,,,,
hdd,read,4k,256,1,7911,30.9,32.36,46,51,,,,,
hdd,read,4k,256,158,6340,24.8,40.38,69,174,,,,,
hdd,read,4k,256,316,5686,22.2,45.02,80,264,,,,,
hdd,read,4k,256,500,4717,18.4,54.26,169,326,,,,,
hdd,read,4k,256,600,5097,19.9,50.22,167,284,,,,,
hdd,read,32k,1,1,1357,42.4,0.74,0.78,1.52,,,,,
hdd,read,32k,1,158,1221,38.2,0.82,0.84,4.23,,,,,
hdd,read,32k,1,316,756,23.6,1.32,0.98,25.56,,,,,
hdd,read,32k,1,500,1069,33.4,0.93,1,9.24,,,,,
hdd,read,32k,1,600,821,25.7,1.22,0.9,24.77,,,,,
hdd,read,32k,8,1,2446,76.4,3.27,16.91,30.28,,,,,
hdd,read,32k,8,158,1928,60.3,4.15,21.89,32.64,,,,,
hdd,read,32k,8,316,2908,90.9,2.75,5.74,17.43,,,,,
hdd,read,32k,8,500,1477,46.2,5.41,26.08,64.75,,,,,
hdd,read,32k,8,600,1092,34.2,7.32,33.16,115.87,,,,,
hdd,read,32k,16,1,2499,78.1,6.4,27.92,33.42,,,,,
hdd,read,32k,16,158,3357,105,4.76,9.24,13.96,,,,,
hdd,read,32k,16,316,1436,44.9,11.13,32.11,160.43,,,,,
hdd,read,32k,16,500,727,22.7,22,119.01,329.25,,,,,
hdd,read,32k,16,600,721,22.5,22.19,130.55,246.42,,,,,
hdd,read,32k,32,1,3742,117,8.55,16.58,21.63,,,,,
hdd,read,32k,32,158,2192,68.5,14.6,35.91,72.88,,,,,
hdd,read,32k,32,316,1825,57,17.53,39.06,191.89,,,,,
hdd,read,32k,32,500,562,17.6,56.89,283.12,541.07,,,,,
hdd,read,32k,32,600,516,16.1,61.98,341.84,901.78,,,,,
hdd,read,32k,64,1,2389,74.7,26.78,62.13,80.22,,,,,
hdd,read,32k,64,158,2049,64,31.22,69.73,202.38,,,,,
hdd,read,32k,64,316,1682,52.6,38.03,95.94,346.03,,,,,
hdd,read,32k,64,500,1976,61.8,32.38,133.69,320.87,,,,,
hdd,read,32k,128,1,2430,75.9,52.67,130,180,,,,,
hdd,read,32k,128,158,2079,64,61.55,159,363,,,,,
hdd,read,32k,128,316,1365,42.7,93.73,371.2,599.79,,,,,
hdd,read,32k,128,500,1742,54.5,73.44,291.5,534.77,,,,,
hdd,read,32k,128,600,838,26.2,152.58,557.84,994.05,,,,,
hdd,read,32k,256,1,2527,78,101.3,266,368,,,,,
hdd,read,32k,256,158,2186,68.3,117.08,326,550,,,,,
hdd,read,32k,256,316,2094,65.5,122.21,446.69,734,,,,,
hdd,read,32k,256,500,672,21,380.66,1149.24,1803.55,,,,,
hdd,read,32k,256,600,1001,31.3,255.61,826.28,1249.9,,,,,
hdd,read,64k,1,1,942,58.9,1.06,0.97,23.99,,,,,
hdd,read,64k,1,158,1160,72.5,0.86,0.98,6.78,,,,,
hdd,read,64k,1,316,604,37.8,1.65,1.29,29.75,,,,,
hdd,read,64k,1,500,601,37.6,1.66,1.25,29.75,,,,,
hdd,read,64k,1,600,212,13.3,4.7,24.25,85.46,,,,,
hdd,read,64k,8,1,2026,127,3.95,9.9,15.4,,,,,
hdd,read,64k,8,158,1028,64.3,7.77,31,54,,,,,
hdd,read,64k,8,316,720,45,11.11,43,150,,,,,
hdd,read,64k,8,500,710,44.4,11.26,39,150,,,,,
hdd,read,64k,8,600,847,52,9.44,41.16,143.66,,,,,
hdd,read,64k,16,1,1233,77.1,12.97,37,51,,,,,
hdd,read,64k,16,158,996,62.3,16.06,41,142,,,,,
hdd,read,64k,16,316,619,38.7,25.81,117,309,,,,,
hdd,read,64k,16,500,738,46.1,21.67,108,279,,,,,
hdd,read,64k,16,600,224,14,71.37,379.58,759.17,,,,,
